elevation,aspect,slope,hdist2water,vdist2water,hdist2road,shade_9am,shade_noon,shade_3pm,hdist2fire,w1,w2,w3,s1,s2,cov_type
3150,12,28,90,24,2936,179,170,116,3966,1,0,0,0,0,1
3133,315,1,90,1,1316,215,237,160,679,0,0,1,0,0,1
3056,31,4,382,68,2438,219,230,148,2096,0,0,1,1,0,1
3211,233,5,150,16,6056,212,244,170,1571,1,0,0,0,0,1
2972,300,4,0,0,5493,209,238,168,2296,1,0,0,0,0,1
3011,23,13,212,36,5256,212,213,135,3909,1,0,0,1,0,1
3001,44,20,395,92,4499,220,191,97,4403,1,0,0,1,0,1
3181,0,4,85,6,5137,214,232,156,2431,1,0,0,0,0,1
3073,120,12,67,6,1368,240,230,118,1296,1,0,0,1,0,1
3289,63,3,420,33,5269,222,233,146,391,1,0,0,1,0,1
3086,12,19,424,13,3365,197,198,133,3021,1,0,0,1,0,1
3207,105,3,67,-1,4906,224,236,147,1793,1,0,0,0,0,1
2983,308,19,67,17,182,166,225,198,902,1,0,0,0,0,1
3233,342,17,201,56,1442,183,213,167,2592,1,0,0,1,0,1
3053,7,22,942,285,1041,187,190,134,1517,0,0,1,1,0,1
3472,60,25,713,257,2381,230,180,68,1789,1,0,0,1,0,1
3039,161,9,30,1,2469,229,242,145,3845,1,0,0,0,0,1
2951,68,3,67,2,5401,222,234,148,2260,1,0,0,0,0,1
3332,329,15,469,98,4566,183,221,177,1205,0,0,1,1,0,1
3086,79,5,150,13,2529,226,231,139,1917,0,0,1,1,0,1
3123,59,7,212,41,5166,226,226,134,3084,1,0,0,0,0,1
3311,214,7,510,109,911,213,247,170,849,0,0,1,1,0,1
3024,345,13,218,49,5220,195,220,163,3823,1,0,0,1,0,1
3179,284,10,85,12,2812,193,240,187,1266,0,0,1,0,0,1
3331,190,16,480,125,1833,218,251,161,1460,0,0,1,1,0,1
3359,202,14,552,189,2334,212,252,171,977,0,0,1,1,0,1
3003,38,14,201,18,4650,219,208,120,2589,1,0,0,1,0,1
3102,239,10,30,5,277,202,249,184,2164,0,1,0,0,0,1
3206,248,5,458,56,6007,209,244,173,2457,1,0,0,0,0,1
3278,150,19,467,106,1738,241,236,117,1276,0,1,0,1,0,1
2954,346,8,120,20,4075,205,228,161,541,1,0,0,0,0,1
3056,300,8,192,41,1770,199,237,178,1570,0,0,1,0,0,1
3013,84,24,242,77,1650,245,190,60,2632,0,0,1,1,0,1
3301,15,12,408,109,1236,209,215,142,1812,1,0,0,0,0,1
3233,61,9,212,24,5240,227,222,128,295,1,0,0,0,0,1
2968,7,12,42,6,4404,205,215,147,3695,1,0,0,1,0,1
3033,54,25,503,233,514,225,179,74,1481,1,0,0,1,0,1
3254,15,10,570,51,1907,211,219,144,999,0,0,1,1,0,1
3333,302,17,691,145,837,170,230,199,366,0,1,0,1,0,1
2686,355,5,127,24,1795,211,230,157,6686,1,0,0,1,0,1
3013,115,15,150,-19,547,245,224,104,1698,1,0,0,1,0,1
2897,56,9,30,0,3303,226,222,130,1426,1,0,0,0,0,1
2999,86,17,0,0,577,243,208,89,1326,1,0,0,1,0,1
3111,48,15,120,28,2171,224,206,113,2089,1,0,0,1,0,1
3050,0,11,391,62,2348,203,219,153,2563,0,0,1,1,0,1
3147,67,15,283,15,1321,234,208,102,2314,0,0,1,1,0,1
3048,121,10,150,0,458,237,232,125,1183,1,0,0,0,0,1
3155,18,20,636,-35,3565,199,193,124,2977,1,0,0,1,0,1
3012,7,17,85,14,170,196,203,141,806,1,0,0,0,0,1
3112,112,13,0,0,2514,242,226,111,1325,0,0,1,0,0,1
3239,22,16,283,77,792,208,205,130,1816,0,1,0,1,0,1
3244,133,9,90,-4,1380,235,236,131,2778,1,0,0,0,0,1
3152,85,11,192,36,5024,236,221,114,1359,1,0,0,1,0,1
2980,61,5,0,0,5484,224,229,141,2335,1,0,0,0,0,1
3077,300,13,408,31,2343,183,234,191,1142,1,0,0,1,0,1
3121,27,24,531,203,2241,201,179,104,2315,0,0,1,1,0,1
3248,136,14,379,35,5621,241,234,118,1310,1,0,0,0,0,1
3065,118,17,324,-27,1006,247,223,99,895,1,0,0,1,0,1
3292,18,13,366,100,1203,209,212,138,1772,1,0,0,0,0,1
3210,36,13,180,0,2583,219,211,125,1365,0,0,1,0,0,1
3335,308,16,190,43,2940,176,229,193,1019,0,0,1,0,0,1
3318,60,24,510,83,1931,231,182,71,1209,0,0,1,1,0,1
3154,78,26,150,49,1082,242,181,52,2226,1,0,0,1,0,1
3212,122,10,469,96,2591,238,232,124,2826,0,0,1,1,0,1
3187,114,11,90,2,4521,240,229,118,1976,1,0,0,0,0,1
3240,125,20,408,135,1295,249,221,90,2359,1,0,0,1,0,1
3186,7,9,696,73,1894,209,222,150,2475,0,0,1,1,0,1
3200,203,7,295,42,899,217,247,166,300,0,0,1,1,0,1
3157,353,15,256,50,3183,193,213,157,2447,0,0,1,1,0,1
3027,6,25,0,0,659,181,184,132,2402,1,0,0,1,0,1
3367,97,6,216,50,3860,229,232,137,810,1,0,0,1,0,1
3217,95,12,283,79,1616,239,222,112,2676,1,0,0,1,0,1
3169,327,10,42,-8,960,197,229,172,927,0,1,0,0,0,1
3234,235,11,437,50,313,200,250,187,1802,0,1,0,0,0,1
3105,39,6,42,0,4881,221,226,141,1233,1,0,0,0,0,1
2842,81,20,443,124,2550,242,200,79,300,0,0,1,0,1,1
3221,62,13,67,12,5273,230,213,113,474,1,0,0,0,0,1
3420,234,29,361,165,3296,160,251,216,579,1,0,0,1,0,1
2967,356,7,524,38,2232,209,227,157,2737,0,0,1,0,0,1
3140,90,8,85,4,752,232,228,129,2313,0,1,0,0,0,1
3267,189,11,30,-5,3558,220,249,161,1521,0,0,1,0,0,1
3125,86,11,361,62,5188,236,222,117,1781,1,0,0,1,0,1
3090,123,26,108,28,2462,253,209,66,1441,0,0,1,1,0,1
3064,72,17,90,24,3073,237,205,94,5502,1,0,0,1,0,1
3206,32,6,127,11,5643,219,227,145,853,1,0,0,0,0,1
3207,337,24,268,54,4482,159,199,174,1606,1,0,0,1,0,1
3158,5,10,60,10,1423,208,221,150,693,0,0,1,1,0,1
3289,333,17,698,71,3628,180,216,175,1294,0,0,1,0,0,1
3152,126,4,201,16,4487,227,237,144,1928,1,0,0,0,0,1
3251,283,8,30,5,4413,199,241,181,558,1,0,0,1,0,1
3142,47,10,379,46,5675,224,219,129,940,1,0,0,0,0,1
2861,307,12,212,22,2870,186,232,187,2460,1,0,0,1,0,1
3213,42,14,0,0,2766,222,209,119,2382,1,0,0,0,0,1
3409,333,20,499,141,5023,170,210,177,573,1,0,0,1,0,1
3183,167,19,180,15,2263,232,243,135,1559,0,0,1,1,0,1
3176,328,7,108,13,4252,203,232,168,524,0,0,1,0,0,1
2910,59,13,641,112,2704,229,213,115,424,0,0,1,1,0,1
3167,40,11,362,-46,2778,221,215,127,1490,1,0,0,0,0,1
3025,318,6,108,20,2724,204,235,169,769,1,0,0,0,0,1
3644,89,21,1092,359,2520,246,202,75,1294,1,0,0,1,0,1
3030,325,28,417,249,2568,139,197,191,1513,0,0,1,0,1,1
3064,196,6,0,0,2310,219,245,162,3691,1,0,0,0,0,1
3047,346,13,277,3,3998,195,219,162,3638,1,0,0,1,0,1
3206,20,16,600,19,1842,208,205,131,1983,0,0,1,1,0,1
3046,98,23,258,110,1806,250,201,67,2836,0,0,1,1,0,1
3134,6,19,30,0,3048,193,200,141,3871,1,0,0,0,0,1
3036,97,25,120,40,999,251,195,57,1694,0,0,1,0,0,1
3215,311,19,256,76,2502,165,223,197,277,0,0,1,1,0,1
3050,15,24,175,65,2490,191,182,120,1116,0,0,1,0,0,1
2924,128,9,153,21,3127,235,235,131,1557,1,0,0,1,0,1
3201,147,16,270,30,2192,240,236,120,1638,0,0,1,1,0,1
3263,324,17,495,147,3990,175,220,183,1746,0,0,1,1,0,1
3152,352,2,361,11,5867,216,236,157,960,1,0,0,0,0,1
3403,150,5,799,248,1445,227,240,147,1154,0,1,0,1,0,1
2845,110,5,666,19,660,228,234,140,1320,0,0,1,0,1,1
3214,336,11,60,3,1224,195,225,169,2641,0,0,1,0,0,1
2782,350,5,0,0,799,210,231,159,2864,0,0,1,1,0,1
3225,163,10,182,12,5759,230,243,145,1110,1,0,0,0,0,1
3271,67,5,180,-18,4089,226,229,138,2138,1,0,0,1,0,1
3009,50,8,67,0,3511,224,222,132,2023,1,0,0,1,0,1
3218,0,4,60,3,5914,214,232,156,1158,1,0,0,0,0,1
3172,228,17,247,62,1518,193,253,194,2357,0,0,1,1,0,1
2713,14,8,60,5,1131,213,224,148,1873,1,0,0,1,0,1
3161,135,7,60,6,1266,231,237,139,1922,0,1,0,0,0,1
3171,173,18,335,35,457,229,246,142,2708,0,1,0,0,0,1
3269,267,19,212,39,4303,168,244,214,1597,0,0,1,1,0,1
3257,297,8,558,75,691,196,238,181,516,0,0,1,1,0,1
3160,71,11,636,79,1448,233,218,115,2627,0,0,1,1,0,1
3182,66,6,330,7,3728,226,228,137,4395,1,0,0,1,0,1
3096,45,7,180,12,1530,222,225,138,2975,0,0,1,1,0,1
3070,20,16,458,49,3907,208,205,131,4360,1,0,0,1,0,1
2736,26,19,30,12,1221,208,197,119,2032,0,0,1,0,0,1
3115,342,6,402,30,1323,208,231,162,1230,0,1,0,0,0,1
3287,201,30,350,94,745,192,249,172,983,1,0,0,0,0,1
2778,357,12,30,4,964,201,218,155,2101,0,0,1,0,0,1
3263,297,19,268,56,1546,164,231,205,2619,0,0,1,1,0,1
3206,270,6,258,22,726,205,242,176,1687,0,0,1,1,0,1
2832,297,8,0,0,1860,196,238,181,1211,0,0,1,0,1,1
3068,202,8,335,-1,2590,217,247,165,2070,0,0,1,1,0,1
2998,82,7,90,7,5394,230,228,132,4865,1,0,0,1,0,1
3054,330,13,30,3,3078,188,224,175,2522,1,0,0,0,0,1
3256,113,6,541,77,4810,231,234,136,2953,1,0,0,1,0,1
3169,67,9,0,0,3236,229,222,125,3820,1,0,0,0,0,1
3297,31,11,408,74,4476,217,216,133,1991,0,0,1,0,0,1
3081,103,10,781,27,2496,237,227,120,2190,0,0,1,1,0,1
3248,290,13,553,153,5226,184,238,194,1950,1,0,0,1,0,1
3192,67,5,30,-5,2694,226,229,138,2725,1,0,0,1,0,1
2860,45,7,402,88,3548,222,224,137,6032,1,0,0,1,0,1
3332,244,7,335,37,1032,206,246,178,1530,0,0,1,1,0,1
3208,202,13,95,18,1154,213,251,170,309,0,0,1,1,0,1
2738,59,10,247,53,1677,228,219,124,323,0,0,1,1,0,1
3114,28,23,666,89,1922,204,183,105,2010,0,0,1,1,0,1
3369,257,13,256,54,1812,190,247,195,1973,0,0,1,1,0,1
3168,9,11,618,63,1786,208,219,147,2571,0,0,1,1,0,1
3172,75,7,417,30,3069,228,228,133,4820,1,0,0,1,0,1
3116,50,14,60,13,3090,226,208,113,5216,1,0,0,1,0,1
3160,100,7,30,3,4510,232,231,131,1908,1,0,0,1,0,1
3195,345,8,696,147,1944,204,227,162,430,0,0,1,1,0,1
3396,167,12,792,236,1421,230,244,145,1034,0,1,0,1,0,1
3103,45,3,85,1,4216,220,232,149,1415,1,0,0,0,0,1
3037,330,13,95,31,1678,188,224,175,2024,1,0,0,1,0,1
3212,23,23,402,136,949,200,183,111,853,1,0,0,0,0,1
2883,1,10,433,46,1101,206,221,153,2846,0,0,1,1,0,1
3120,122,9,30,-4,1142,236,233,128,2388,1,0,0,1,0,1
3017,298,21,450,220,2577,157,228,209,1549,0,0,1,1,0,1
3084,307,5,240,41,366,207,237,169,671,0,1,0,0,0,1
3270,315,17,190,46,3971,173,224,190,1332,1,0,0,1,0,1
2991,40,21,255,69,4955,216,190,100,3140,1,0,0,1,0,1
2992,67,13,90,20,2117,233,213,110,2576,0,0,1,0,0,1
3237,283,14,313,46,3059,181,240,198,1050,0,0,1,1,0,1
3243,142,17,420,89,1405,242,234,115,2138,1,0,0,1,0,1
3095,6,9,120,8,1549,210,223,151,3031,0,0,1,0,0,1
3151,294,20,362,55,1626,158,230,210,2532,0,0,1,1,0,1
2845,319,5,85,6,2822,206,235,168,2489,1,0,0,1,0,1
3214,70,13,255,6,3842,233,214,111,3711,1,0,0,0,0,1
2855,96,23,134,-42,150,250,200,66,579,1,0,0,1,0,1
2897,48,7,0,0,930,223,224,136,2136,1,0,0,0,0,1
3244,118,8,638,96,5987,234,233,130,1597,1,0,0,1,0,1
3046,204,14,255,34,1804,212,252,172,1505,0,0,1,0,0,1
3171,239,10,0,0,3009,202,248,183,1071,0,0,1,0,0,1
3080,186,7,607,72,5889,222,246,158,1604,1,0,0,1,0,1
3031,36,2,0,0,2831,219,234,152,2790,1,0,0,0,0,1
3144,345,13,446,163,342,193,218,164,1376,0,0,1,1,0,1
3101,322,8,30,3,3718,200,232,171,3091,0,0,1,0,0,1
3062,13,13,553,203,1622,207,212,141,3270,0,0,1,1,0,1
2994,300,27,351,169,1263,134,217,218,1182,0,0,1,1,0,1
2610,20,8,210,-13,3209,215,224,145,2711,0,0,1,0,1,1
3288,338,20,60,10,1826,173,208,171,1869,0,1,0,0,0,1
3138,347,5,636,57,1719,210,231,160,2832,0,0,1,0,0,1
3070,332,14,153,13,400,187,222,174,785,0,1,0,0,0,1
2872,15,26,170,5,247,187,176,116,201,0,0,1,1,0,1
2880,331,26,175,77,4636,152,198,181,4963,1,0,0,1,0,1
2870,244,6,108,14,2805,208,245,175,2312,1,0,0,1,0,1
3014,20,11,301,10,5135,212,217,140,4488,1,0,0,1,0,1
3038,335,10,175,27,2721,198,227,168,765,1,0,0,0,0,1
3190,98,7,402,50,541,231,231,132,2483,1,0,0,0,0,1
3159,41,15,446,46,1932,221,206,117,3478,0,0,1,1,0,1
3300,68,18,90,17,5227,235,202,92,247,1,0,0,1,0,1
3043,124,7,0,0,1530,232,235,136,2868,1,0,0,0,0,1
3283,146,24,895,402,1355,245,228,98,2980,1,0,0,1,0,1
3226,65,14,300,31,1034,232,211,109,1369,0,1,0,1,0,1
3268,161,17,60,-1,1207,235,241,130,1153,1,0,0,0,0,1
3200,0,16,417,73,2160,195,209,150,3434,0,0,1,1,0,1
3272,269,13,268,43,3282,186,244,197,1338,0,0,1,1,0,1
3104,92,11,90,13,5066,238,222,114,1527,1,0,0,0,0,1
3279,299,12,876,9,3416,186,235,189,1082,0,0,1,0,0,1
2872,68,29,124,66,127,235,170,46,1091,1,0,0,1,0,1
2820,59,11,319,32,1095,228,217,120,1351,0,0,1,0,1,1
3163,53,20,362,85,2851,227,192,90,1034,0,0,1,1,0,1
3120,315,9,120,6,601,195,233,177,990,0,1,0,0,0,1
3297,8,14,242,58,3420,203,212,145,2368,0,0,1,1,0,1
2993,294,10,95,28,339,191,238,187,390,0,1,0,0,0,1
3029,300,18,85,1,3489,166,229,202,1134,0,0,1,0,0,1
3132,90,3,242,-6,4564,224,234,146,1830,1,0,0,0,0,1
3161,331,7,379,24,1902,203,231,167,700,0,0,1,0,0,1
3159,327,19,540,84,1728,171,216,182,2698,0,0,1,1,0,1
3001,358,29,180,83,402,162,173,138,2192,1,0,0,1,0,1
3297,354,16,537,86,1114,192,211,155,474,1,0,0,0,0,1
2803,5,6,0,0,4585,213,229,154,247,1,0,0,0,0,1
2984,350,16,295,49,150,189,211,159,751,0,0,1,0,0,1
2973,309,31,426,198,677,121,202,213,1273,0,0,1,1,0,1
2742,220,7,120,17,1383,212,247,171,2132,1,0,0,1,0,1
3350,161,19,994,234,2673,235,241,128,2254,0,0,1,1,0,1
2988,354,19,162,12,3415,186,204,154,2083,0,0,1,1,0,1
3486,340,19,342,104,3590,176,209,169,1749,1,0,0,1,0,1
3123,97,8,60,8,1073,234,228,127,1888,1,0,0,0,0,1
3283,279,6,218,37,960,203,241,177,1593,0,1,0,0,0,1
3033,320,17,170,20,2884,173,221,187,2383,0,0,1,1,0,1
3337,233,7,330,26,999,208,247,175,1590,0,0,1,1,0,1
3272,55,19,339,81,990,228,197,94,1800,0,1,0,1,0,1
3024,291,20,216,14,3031,160,233,210,1260,0,0,1,1,0,1
3014,3,9,150,36,255,209,224,153,674,1,0,0,0,0,1
3317,18,9,300,114,4799,213,221,144,240,1,0,0,1,0,1
2981,78,6,510,-23,2263,227,230,137,2804,0,0,1,0,0,1
3052,28,6,67,-3,3757,218,228,146,553,1,0,0,0,0,1
3163,291,7,108,18,2546,199,239,179,999,0,0,1,0,0,1
3236,157,20,201,70,674,237,239,122,2065,0,1,0,0,1,1
3267,317,20,641,68,726,163,218,193,1019,0,1,0,0,0,1
3225,293,13,566,1,5285,184,237,193,1958,1,0,0,0,0,1
3163,332,19,42,2,2402,171,212,178,2903,1,0,0,1,0,1
3001,62,4,268,29,5311,223,232,145,3968,1,0,0,0,0,1
2941,353,16,150,26,3203,191,211,156,2173,0,0,1,1,0,1
3025,69,11,67,7,3375,232,218,116,360,1,0,0,1,0,1
3091,358,22,201,54,859,180,193,146,1919,1,0,0,1,0,1
3269,52,13,0,0,2496,227,212,117,1698,0,0,1,1,0,1
3320,106,23,240,-25,2421,251,206,70,4308,0,1,0,1,0,1
3134,145,18,150,11,2803,242,234,115,3296,1,0,0,0,0,1
3175,108,6,108,4,4096,231,233,136,624,0,0,1,0,0,1
3144,53,9,95,7,1019,226,220,128,4963,0,1,0,0,0,1
3115,108,7,242,46,1276,232,232,133,3445,0,0,1,1,0,1
3192,172,14,60,1,1997,229,246,145,1611,0,0,1,1,0,1
3122,89,10,240,75,5248,236,224,119,680,1,0,0,1,0,1
3179,22,5,85,7,3826,217,229,149,1531,1,0,0,0,0,1
3120,98,8,30,4,2280,234,228,126,3209,0,0,1,1,0,1
3232,202,21,309,67,492,205,253,174,1140,1,0,0,0,0,1
3213,304,14,664,89,3519,181,232,191,1199,0,0,1,0,0,1
3053,315,9,0,0,108,195,233,177,459,0,1,0,0,0,1
3192,45,6,90,-7,2499,222,227,141,1396,0,0,1,0,0,1
3134,149,31,649,253,1050,242,220,82,2725,1,0,0,1,0,1
3177,344,13,577,166,849,194,219,164,1919,0,0,1,1,0,1
3168,48,7,30,0,661,223,225,138,1442,1,0,0,0,0,1
3096,10,4,0,0,5247,215,231,153,977,1,0,0,0,0,1
3191,355,11,644,178,886,201,220,156,1959,0,0,1,1,0,1
3026,191,18,212,40,1736,216,251,162,309,0,0,1,1,0,1
3116,357,5,552,63,2147,213,231,157,2396,0,0,1,1,0,1
3123,351,3,162,-2,1635,214,234,158,769,0,0,1,0,0,1
3284,308,12,362,43,845,188,232,185,1500,0,1,0,0,0,1
3152,7,8,175,11,1566,211,225,151,1008,0,1,0,1,0,1
3253,37,14,547,16,2958,219,208,122,949,0,0,1,0,0,1
2995,331,22,335,55,1500,163,207,180,782,0,0,1,1,0,1
3292,275,15,518,109,685,178,242,203,295,0,1,0,1,0,1
3210,311,5,331,43,859,207,236,168,212,0,0,1,0,0,1
2805,351,19,120,15,1805,184,205,157,1256,0,0,1,1,0,1
3250,48,22,108,7,1848,223,187,88,4672,0,1,0,0,0,1
2971,81,27,480,166,510,244,182,51,1537,1,0,0,1,0,1
3092,342,15,60,25,2115,188,217,167,3225,1,0,0,0,0,1
3447,336,11,769,52,2432,194,225,169,1448,0,0,1,1,0,1
3042,39,3,60,-2,1571,220,232,149,2935,1,0,0,0,0,1
3237,106,14,509,113,552,243,222,104,895,0,0,1,1,0,1
2980,227,12,30,8,720,203,251,183,1214,0,1,0,0,0,1
3198,327,12,162,18,4547,191,227,175,942,0,0,1,1,0,1
3424,17,9,679,127,2419,213,222,145,1570,0,0,1,1,0,1
3162,126,9,218,13,3797,235,234,130,4698,1,0,0,1,0,1
3411,254,11,514,119,2758,195,247,191,1325,0,0,1,1,0,1
3186,102,16,457,54,616,245,217,95,5660,0,1,0,0,0,1
3070,68,7,182,3,1445,227,226,133,1350,1,0,0,1,0,1
3118,155,7,42,0,4212,228,241,146,1560,1,0,0,0,0,1
3149,336,6,201,54,4601,206,231,164,1353,1,0,0,1,0,1
3119,58,10,342,78,4778,228,218,123,1919,1,0,0,0,0,1
2743,9,14,0,0,1234,204,212,144,2058,0,0,1,0,0,1
3178,22,9,454,36,3164,215,221,143,4079,1,0,0,1,0,1
3186,312,7,108,12,5227,200,235,174,2506,1,0,0,0,0,1
2849,57,21,134,44,162,229,190,83,376,1,0,0,1,0,1
2956,68,24,351,35,1723,236,184,67,1101,1,0,0,1,0,1
2996,37,25,175,-12,907,210,177,90,2163,0,0,1,1,0,1
3372,59,4,531,81,2026,223,231,143,2863,0,1,0,1,0,1
2998,344,11,108,23,5148,198,223,164,3937,1,0,0,0,0,1
3146,316,15,108,16,3594,181,227,186,1958,1,0,0,1,0,1
3107,87,9,134,6,808,234,225,123,1824,1,0,0,0,0,1
3011,55,25,190,63,1717,227,179,72,3606,1,0,0,1,0,1
3292,72,10,85,6,1973,232,220,119,3046,1,0,0,1,0,1
2924,339,15,85,4,2765,186,217,169,510,0,0,1,1,0,1
3241,51,19,616,161,3130,226,197,98,693,0,0,1,1,0,1
3126,329,17,0,0,4874,178,218,179,1110,1,0,0,0,0,1
3175,113,5,330,33,2996,230,234,138,4584,1,0,0,1,0,1
3103,104,9,285,-79,1597,236,229,124,1339,1,0,0,1,0,1
3198,45,9,931,26,4135,223,221,133,2215,1,0,0,0,0,1
2638,18,14,218,9,3295,208,209,135,2898,0,0,1,0,1,1
2970,43,8,0,0,1106,222,222,135,2133,0,0,1,1,0,1
2780,33,5,30,0,1065,219,229,147,3082,0,0,1,0,0,1
3125,65,24,175,37,5151,235,185,69,1421,1,0,0,1,0,1
3157,195,7,324,45,1598,219,246,162,2420,0,0,1,1,0,1
3264,325,13,108,31,1476,186,225,178,604,1,0,0,1,0,1
3107,266,9,201,25,1867,197,244,187,646,0,0,1,0,0,1
3011,239,22,150,22,1954,175,252,209,1369,0,0,1,0,0,1
3053,5,14,335,-9,2382,201,211,147,1249,0,0,1,0,0,1
3128,45,14,335,65,5027,223,210,118,2940,1,0,0,1,0,1
3132,59,12,402,17,2147,229,215,117,2388,1,0,0,1,0,1
3201,329,4,760,88,3326,210,235,163,3730,1,0,0,1,0,1
3303,112,25,234,67,1573,253,205,64,1476,0,1,0,1,0,1
3236,76,12,67,17,2584,234,218,114,2720,1,0,0,1,0,1
3186,41,9,124,7,1857,221,221,134,618,1,0,0,0,0,1
3355,24,6,190,0,1358,217,226,146,3610,0,1,0,1,0,1
3225,7,10,351,47,1107,208,220,149,525,0,1,0,1,0,1
3262,49,25,534,124,1292,221,178,78,5161,0,1,0,1,0,1
2963,331,11,42,11,2270,195,227,171,1020,0,0,1,0,0,1
3059,14,4,124,10,3235,216,231,153,480,1,0,0,0,0,1
3223,280,5,524,79,691,205,240,174,513,0,0,1,1,0,1
3078,142,6,60,-2,3810,229,239,143,1084,1,0,0,0,0,1
3074,60,20,365,-94,942,231,193,86,854,1,0,0,1,0,1
3013,330,14,67,14,361,186,222,175,1816,0,0,1,0,0,1
3214,82,13,124,18,1282,237,218,109,1664,1,0,0,1,0,1
3286,45,10,0,0,1999,223,217,128,4718,0,1,0,0,0,1
3155,276,7,391,-9,3946,200,242,181,4519,1,0,0,0,0,1
3363,99,10,391,81,2175,236,227,121,2407,1,0,0,1,0,1
3129,74,11,324,39,3517,233,219,116,2787,1,0,0,1,0,1
3086,81,18,234,-29,799,242,204,86,1134,1,0,0,1,0,1
3078,103,16,162,41,2598,245,217,96,1071,0,0,1,1,0,1
3079,298,17,67,19,3355,171,232,201,2920,0,0,1,1,0,1
2716,45,8,0,0,1187,223,223,135,1922,1,0,0,0,0,1
2955,23,14,108,19,1213,211,209,131,1142,0,0,1,1,0,1
2998,45,9,90,-9,2308,223,220,131,1231,1,0,0,1,0,1
3156,122,4,170,-4,488,228,236,143,2297,0,1,0,0,1,1
3185,51,9,361,-25,3891,225,220,128,3772,1,0,0,0,0,1
3224,36,15,60,11,1138,218,206,120,1991,0,1,0,0,0,1
2951,34,11,283,28,1482,219,217,133,598,0,0,1,0,0,1
2982,115,7,488,56,5332,232,233,134,6473,1,0,0,1,0,1
3145,326,7,192,50,4476,203,232,168,1273,1,0,0,1,0,1
3198,118,13,603,77,618,241,228,115,834,0,1,0,1,0,1
3374,179,11,268,39,3000,225,247,153,1842,0,0,1,1,0,1
3116,325,14,85,16,3599,185,224,179,4013,1,0,0,1,0,1
3203,229,10,108,19,1113,205,250,181,201,0,0,1,1,0,1
3209,15,11,234,28,5669,210,217,143,2285,1,0,0,0,0,1
3192,355,13,467,99,3196,198,217,156,2632,0,0,1,1,0,1
3473,287,5,731,195,997,206,240,172,1142,0,1,0,1,0,1
2798,294,16,277,79,2589,174,234,200,85,0,0,1,1,0,1
3181,195,3,170,1,4504,219,241,159,1041,0,0,1,0,0,1
3352,18,20,426,-5,1252,200,193,124,1746,0,1,0,1,0,1
3291,53,7,150,5,5636,224,225,135,732,1,0,0,1,0,1
3174,39,21,360,68,1092,216,190,101,1947,0,0,1,0,0,1
3252,298,6,0,0,3112,204,238,173,525,0,0,1,0,0,1
3298,101,15,212,64,4360,244,218,99,1209,1,0,0,1,0,1
2949,53,20,170,50,2093,226,194,93,1651,0,0,1,1,0,1
3034,349,10,277,59,5257,202,224,160,3766,1,0,0,1,0,1
3233,268,6,335,9,5977,204,243,178,1154,1,0,0,0,0,1
2783,20,29,153,52,1033,187,167,103,1027,0,0,1,1,0,1
3078,155,11,210,20,3596,233,241,139,900,1,0,0,1,0,1
3259,345,23,134,-4,2012,170,198,163,1594,0,0,1,1,0,1
3455,113,15,577,170,2136,245,223,104,1505,1,0,0,1,0,1
3352,335,14,525,157,684,187,220,172,601,0,1,0,1,0,1
3029,253,9,190,22,5643,201,246,184,1998,1,0,0,0,0,1
3109,35,18,170,37,3295,215,197,112,1434,0,0,1,1,0,1
3418,41,32,607,203,2277,206,155,63,1890,1,0,0,1,0,1
3273,51,20,511,22,807,225,193,94,2582,1,0,0,0,0,1
3092,309,9,0,0,4769,194,234,180,1380,1,0,0,0,0,1
3008,356,18,335,7,4241,188,205,152,3543,1,0,0,1,0,1
2978,172,13,120,8,1652,228,246,148,3583,1,0,0,0,0,1
3257,97,19,424,75,3960,247,210,85,931,0,0,1,1,0,1
3167,267,16,127,23,3967,178,245,205,1339,0,0,1,1,0,1
3063,14,9,691,75,2334,212,222,147,2382,0,0,1,1,0,1
2953,42,6,283,69,750,221,227,141,1913,0,0,1,1,0,1
2965,319,10,95,15,2265,194,231,177,1664,0,0,1,1,0,1
3311,128,11,424,62,1403,238,233,125,2308,0,0,1,1,0,1
3438,213,8,858,170,3543,213,248,170,365,0,0,1,1,0,1
3281,344,8,85,8,5437,205,228,162,361,1,0,0,1,0,1
3165,156,9,120,0,3565,231,241,142,4673,1,0,0,1,0,1
2811,192,7,120,20,2084,220,246,161,3060,1,0,0,1,0,1
2870,17,19,371,78,4392,200,196,128,5290,1,0,0,1,0,1
3134,276,10,85,7,1294,194,242,187,1355,0,1,0,1,0,1
3098,49,5,212,12,3330,222,229,142,957,1,0,0,1,0,1
3054,64,13,201,33,3986,232,213,111,4106,1,0,0,1,0,1
3211,243,7,285,12,277,207,246,176,1177,0,1,0,0,0,1
3335,119,14,382,44,1892,244,227,108,3006,0,1,0,0,0,1
3320,304,18,210,52,5451,169,228,199,932,1,0,0,1,0,1
3101,16,11,228,83,4915,211,217,142,2073,1,0,0,1,0,1
3325,42,28,180,91,4476,211,167,74,752,1,0,0,1,0,1
3216,17,13,67,4,2040,208,211,138,4473,0,1,0,0,0,1
3215,324,17,234,36,4559,175,220,184,886,0,0,1,1,0,1
3091,151,11,134,-9,955,234,240,135,1591,1,0,0,0,0,1
3062,48,22,175,40,5008,223,188,89,2703,1,0,0,1,0,1
3118,45,2,313,37,1584,219,235,152,2971,0,0,1,0,0,1
